/temp/238, 2022-05-28 22:44:53
/temp/239, 2022-05-28 22:44:54
/temp/238, 2022-05-28 22:44:58
/temp/239, 2022-05-28 22:45:00
/temp/238, 2022-05-28 22:45:02
/temp/237, 2022-05-28 22:45:28
/temp/238, 2022-05-28 22:45:30
/temp/237, 2022-05-28 22:45:42
/temp/236, 2022-05-28 22:46:22
/temp/235, 2022-05-28 22:47:00
/temp/236, 2022-05-28 22:47:02
/temp/235, 2022-05-28 22:47:08
/temp/236, 2022-05-28 22:47:10
/temp/235, 2022-05-28 22:47:12
/temp/234, 2022-05-28 22:48:02
/temp/235, 2022-05-28 22:48:04
/temp/234, 2022-05-28 22:48:08
/temp/233, 2022-05-28 22:49:12
/temp/234, 2022-05-28 22:49:20
/temp/233, 2022-05-28 22:49:22
/GetDataWorker/doWork, 2022-05-28 22:49:28
/MainActivity/startService, 2022-05-28 22:49:28
/temp/232, 2022-05-28 22:50:10
/temp/233, 2022-05-28 22:50:12
/temp/232, 2022-05-28 22:50:14
/temp/233, 2022-05-28 22:50:24
/temp/232, 2022-05-28 22:50:26
/temp/231, 2022-05-28 22:51:08
/temp/232, 2022-05-28 22:51:10
/temp/231, 2022-05-28 22:51:12
/temp/232, 2022-05-28 22:51:22
/temp/231, 2022-05-28 22:51:24
/temp/230, 2022-05-28 22:52:44
/temp/231, 2022-05-28 22:52:50
/temp/230, 2022-05-28 22:52:54
/temp/229, 2022-05-28 22:54:36
/temp/230, 2022-05-28 22:54:38
/temp/229, 2022-05-28 22:54:42
/temp/230, 2022-05-28 22:54:44
/temp/229, 2022-05-28 22:54:46
/temp/230, 2022-05-28 22:54:48
/temp/229, 2022-05-28 22:54:52
/temp/230, 2022-05-28 22:54:54
/temp/229, 2022-05-28 22:54:58
/temp/230, 2022-05-28 22:55:02
/temp/229, 2022-05-28 22:55:08
/temp/230, 2022-05-28 22:55:16
/temp/229, 2022-05-28 22:55:18
/temp/228, 2022-05-28 22:57:11
/temp/229, 2022-05-28 22:57:13
/temp/228, 2022-05-28 22:57:25
/temp/229, 2022-05-28 22:57:33
/temp/228, 2022-05-28 22:57:36
/temp/229, 2022-05-28 22:57:38
/temp/228, 2022-05-28 22:57:40
/temp/227, 2022-05-28 22:59:23
/temp/228, 2022-05-28 22:59:27
/temp/227, 2022-05-28 22:59:29
/temp/228, 2022-05-28 22:59:31
/temp/227, 2022-05-28 22:59:39
/temp/228, 2022-05-28 22:59:43
/temp/227, 2022-05-28 22:59:49
/temp/228, 2022-05-28 22:59:51
/temp/227, 2022-05-28 22:59:59
/temp/228, 2022-05-28 23:00:01
/temp/227, 2022-05-28 23:00:03
/temp/228, 2022-05-28 23:00:07
/temp/227, 2022-05-28 23:00:15
/temp/228, 2022-05-28 23:00:17
/temp/227, 2022-05-28 23:00:19
/temp/228, 2022-05-28 23:00:21
/temp/227, 2022-05-28 23:00:25
/temp/228, 2022-05-28 23:00:27
/temp/227, 2022-05-28 23:00:47
/temp/228, 2022-05-28 23:00:49
/temp/227, 2022-05-28 23:01:05
/temp/228, 2022-05-28 23:01:07
/temp/227, 2022-05-28 23:01:15
/temp/228, 2022-05-28 23:01:17
/temp/227, 2022-05-28 23:01:23
/temp/228, 2022-05-28 23:01:27
/temp/227, 2022-05-28 23:01:29
/temp/228, 2022-05-28 23:01:31
/temp/227, 2022-05-28 23:01:33
/temp/228, 2022-05-28 23:01:37
/temp/227, 2022-05-28 23:01:39
/temp/228, 2022-05-28 23:01:41
/temp/227, 2022-05-28 23:01:43
/temp/228, 2022-05-28 23:01:47
/temp/227, 2022-05-28 23:01:59
/temp/228, 2022-05-28 23:02:03
/temp/227, 2022-05-28 23:02:05
/MainActivity/startService, 2022-05-28 23:04:28
/GetDataWorker/doWork, 2022-05-28 23:04:28
/temp/228, 2022-05-28 23:07:17
/temp/227, 2022-05-28 23:07:19
/temp/228, 2022-05-28 23:07:29
/temp/227, 2022-05-28 23:07:38
/temp/228, 2022-05-28 23:07:40
/temp/227, 2022-05-28 23:07:43
/temp/228, 2022-05-28 23:07:45
/temp/229, 2022-05-28 23:08:27
/temp/228, 2022-05-28 23:08:29
/temp/229, 2022-05-28 23:08:31
/temp/228, 2022-05-28 23:08:37
/temp/229, 2022-05-28 23:08:39
/temp/230, 2022-05-28 23:09:20
/temp/229, 2022-05-28 23:09:22
/temp/230, 2022-05-28 23:09:24
/temp/229, 2022-05-28 23:09:28
/temp/230, 2022-05-28 23:09:34
/temp/231, 2022-05-28 23:10:10
/temp/230, 2022-05-28 23:10:12
/temp/231, 2022-05-28 23:10:30
/temp/232, 2022-05-28 23:11:36
/temp/231, 2022-05-28 23:11:40
/temp/232, 2022-05-28 23:11:46
/temp/231, 2022-05-28 23:11:51
/temp/232, 2022-05-28 23:11:52
/temp/233, 2022-05-28 23:13:18
/temp/234, 2022-05-28 23:15:02
/temp/233, 2022-05-28 23:15:08
/temp/234, 2022-05-28 23:15:12
/temp/233, 2022-05-28 23:15:38
/temp/234, 2022-05-28 23:15:41
/temp/235, 2022-05-28 23:17:17
/temp/234, 2022-05-28 23:17:18
/temp/235, 2022-05-28 23:17:36
/temp/234, 2022-05-28 23:17:42
/temp/235, 2022-05-28 23:17:44
/temp/234, 2022-05-28 23:17:48
/temp/235, 2022-05-28 23:17:50
/temp/234, 2022-05-28 23:18:10
/temp/235, 2022-05-28 23:18:14
/temp/234, 2022-05-28 23:18:50
/temp/235, 2022-05-28 23:18:52
/GetDataWorker/doWork, 2022-05-28 23:19:28
/MainActivity/startService, 2022-05-28 23:19:28
/temp/236, 2022-05-28 23:20:33
/temp/235, 2022-05-28 23:20:34
/temp/236, 2022-05-28 23:20:42
/temp/235, 2022-05-28 23:20:47
/temp/236, 2022-05-28 23:20:48
/temp/235, 2022-05-28 23:20:51
/temp/236, 2022-05-28 23:20:55
/temp/235, 2022-05-28 23:20:56
/temp/236, 2022-05-28 23:21:01
/temp/235, 2022-05-28 23:21:02
/temp/236, 2022-05-28 23:21:04
/temp/235, 2022-05-28 23:21:06
/temp/236, 2022-05-28 23:21:09
/temp/235, 2022-05-28 23:21:12
/temp/236, 2022-05-28 23:21:16
/temp/235, 2022-05-28 23:21:24
/temp/236, 2022-05-28 23:21:27
/temp/235, 2022-05-28 23:21:33
/temp/236, 2022-05-28 23:21:35
/temp/235, 2022-05-28 23:21:38
/temp/236, 2022-05-28 23:21:40
/temp/235, 2022-05-28 23:21:55
/temp/236, 2022-05-28 23:21:59
/temp/235, 2022-05-28 23:22:25
/temp/236, 2022-05-28 23:22:27
/temp/235, 2022-05-28 23:22:31
/temp/236, 2022-05-28 23:22:33
/temp/237, 2022-05-28 23:24:55
/temp/236, 2022-05-28 23:24:57
/temp/237, 2022-05-28 23:25:03
/temp/236, 2022-05-28 23:25:05
/temp/237, 2022-05-28 23:25:07
/temp/236, 2022-05-28 23:25:09
/temp/237, 2022-05-28 23:25:11
/temp/236, 2022-05-28 23:25:13
/temp/237, 2022-05-28 23:25:35
/temp/236, 2022-05-28 23:25:37
/temp/237, 2022-05-28 23:25:39
/temp/236, 2022-05-28 23:25:41
/temp/237, 2022-05-28 23:25:43
/temp/236, 2022-05-28 23:25:51
/temp/237, 2022-05-28 23:25:53
/temp/236, 2022-05-28 23:25:55
/temp/237, 2022-05-28 23:25:59
/temp/236, 2022-05-28 23:26:01
/temp/237, 2022-05-28 23:26:05
/temp/236, 2022-05-28 23:26:07
/temp/237, 2022-05-28 23:26:09
/temp/236, 2022-05-28 23:26:12
/temp/237, 2022-05-28 23:26:15
/temp/236, 2022-05-28 23:26:33
/temp/237, 2022-05-28 23:26:35
/temp/236, 2022-05-28 23:27:03
/temp/237, 2022-05-28 23:27:05
/temp/238, 2022-05-28 23:29:45
/temp/237, 2022-05-28 23:29:49
/temp/238, 2022-05-28 23:30:21
/temp/237, 2022-05-28 23:30:23
/temp/238, 2022-05-28 23:30:39
/temp/237, 2022-05-28 23:30:41
/temp/238, 2022-05-28 23:30:43
/temp/237, 2022-05-28 23:30:45
/temp/238, 2022-05-28 23:30:51
/temp/237, 2022-05-28 23:30:55
/temp/238, 2022-05-28 23:31:03
/temp/237, 2022-05-28 23:31:05
/temp/238, 2022-05-28 23:31:11
/temp/237, 2022-05-28 23:31:15
/temp/238, 2022-05-28 23:31:18
/temp/237, 2022-05-28 23:31:20
/temp/238, 2022-05-28 23:31:21
/temp/237, 2022-05-28 23:31:28
/temp/238, 2022-05-28 23:31:31
/temp/237, 2022-05-28 23:31:35
/temp/238, 2022-05-28 23:31:37
/temp/237, 2022-05-28 23:31:39
/temp/238, 2022-05-28 23:31:42
/temp/237, 2022-05-28 23:31:49
/temp/238, 2022-05-28 23:31:55
/temp/237, 2022-05-28 23:31:59
/temp/238, 2022-05-28 23:32:02
/temp/237, 2022-05-28 23:32:03
/temp/238, 2022-05-28 23:32:06
/temp/237, 2022-05-28 23:32:10
/temp/238, 2022-05-28 23:32:11
/temp/237, 2022-05-28 23:32:21
/temp/238, 2022-05-28 23:32:23
/temp/237, 2022-05-28 23:32:25
/temp/238, 2022-05-28 23:32:28
/temp/237, 2022-05-28 23:32:39
/temp/238, 2022-05-28 23:32:41
/temp/237, 2022-05-28 23:32:47
/temp/238, 2022-05-28 23:32:50
/GetDataWorker/doWork, 2022-05-28 23:34:29
/MainActivity/startService, 2022-05-28 23:34:29
/temp/239, 2022-05-28 23:38:20
/temp/238, 2022-05-28 23:38:22
/temp/239, 2022-05-28 23:38:48
/temp/238, 2022-05-28 23:38:50
/temp/239, 2022-05-28 23:39:11
/temp/238, 2022-05-28 23:39:12
/temp/239, 2022-05-28 23:39:16
/temp/238, 2022-05-28 23:39:18
/temp/239, 2022-05-28 23:39:22
/temp/238, 2022-05-28 23:39:24
/temp/239, 2022-05-28 23:39:29
/temp/238, 2022-05-28 23:39:31
/temp/239, 2022-05-28 23:39:34
/temp/238, 2022-05-28 23:39:37
/temp/239, 2022-05-28 23:39:44
/temp/238, 2022-05-28 23:39:46
/temp/239, 2022-05-28 23:39:51
/temp/238, 2022-05-28 23:39:52
/temp/239, 2022-05-28 23:39:56
/temp/238, 2022-05-28 23:39:58
/temp/239, 2022-05-28 23:40:03
/temp/238, 2022-05-28 23:40:08
/temp/239, 2022-05-28 23:40:10
/temp/238, 2022-05-28 23:40:14
/temp/239, 2022-05-28 23:40:16
/temp/238, 2022-05-28 23:40:34
/temp/239, 2022-05-28 23:40:36
/temp/238, 2022-05-28 23:40:40
/temp/239, 2022-05-28 23:40:42
/temp/238, 2022-05-28 23:40:44
/temp/239, 2022-05-28 23:40:46
/temp/238, 2022-05-28 23:40:50
/temp/239, 2022-05-28 23:40:54
/temp/238, 2022-05-28 23:41:08
/temp/239, 2022-05-28 23:41:10
/temp/240, 2022-05-28 23:43:37
/temp/239, 2022-05-28 23:43:38
/temp/240, 2022-05-28 23:43:52
/temp/239, 2022-05-28 23:43:54
/temp/240, 2022-05-28 23:43:56
/temp/239, 2022-05-28 23:43:58
/temp/240, 2022-05-28 23:44:16
/temp/239, 2022-05-28 23:44:18
/temp/240, 2022-05-28 23:44:31
/temp/239, 2022-05-28 23:44:32
/temp/240, 2022-05-28 23:44:41
/temp/239, 2022-05-28 23:44:42
/temp/240, 2022-05-28 23:44:48
/temp/239, 2022-05-28 23:44:52
/temp/240, 2022-05-28 23:44:54
/temp/239, 2022-05-28 23:44:56
/temp/240, 2022-05-28 23:45:03
/temp/239, 2022-05-28 23:45:04
/temp/240, 2022-05-28 23:45:12
/temp/239, 2022-05-28 23:45:19
/temp/240, 2022-05-28 23:45:33
/temp/239, 2022-05-28 23:45:39
/temp/240, 2022-05-28 23:45:40
/temp/239, 2022-05-28 23:45:42
/temp/240, 2022-05-28 23:45:50
/temp/239, 2022-05-28 23:45:52
/temp/240, 2022-05-28 23:45:54
/temp/239, 2022-05-28 23:45:59
/temp/240, 2022-05-28 23:46:01
/temp/239, 2022-05-28 23:46:09
/temp/240, 2022-05-28 23:46:11
/temp/239, 2022-05-28 23:46:13
/temp/240, 2022-05-28 23:46:17
/temp/239, 2022-05-28 23:46:19
/temp/240, 2022-05-28 23:46:22
/temp/239, 2022-05-28 23:46:23
/temp/240, 2022-05-28 23:46:25
/temp/239, 2022-05-28 23:46:31
/temp/240, 2022-05-28 23:46:33
/GetDataWorker/doWork, 2022-05-28 23:49:29
/MainActivity/startService, 2022-05-28 23:49:29
/temp/241, 2022-05-28 23:53:13
/temp/240, 2022-05-28 23:53:15
/temp/241, 2022-05-28 23:54:05
/temp/240, 2022-05-28 23:54:07
/temp/241, 2022-05-28 23:54:51
/temp/240, 2022-05-28 23:54:53
/temp/241, 2022-05-28 23:54:57
/temp/240, 2022-05-28 23:55:02
/temp/241, 2022-05-28 23:55:30
/temp/240, 2022-05-28 23:55:31
/temp/241, 2022-05-28 23:55:33
/temp/240, 2022-05-28 23:55:36
/temp/241, 2022-05-28 23:55:37
/temp/240, 2022-05-28 23:55:40
/temp/241, 2022-05-28 23:55:47
/temp/240, 2022-05-28 23:55:49
/temp/241, 2022-05-28 23:55:57
/temp/240, 2022-05-28 23:56:01
/temp/241, 2022-05-28 23:56:11
/temp/240, 2022-05-28 23:56:15
/temp/241, 2022-05-28 23:56:24
/temp/240, 2022-05-28 23:56:25
/temp/241, 2022-05-28 23:56:27
/temp/240, 2022-05-28 23:56:29
/temp/241, 2022-05-28 23:56:35
/temp/240, 2022-05-28 23:56:42
/temp/241, 2022-05-28 23:56:47
/temp/240, 2022-05-28 23:56:49
/temp/241, 2022-05-28 23:56:57
/temp/240, 2022-05-28 23:57:02
/temp/241, 2022-05-28 23:57:06
/temp/240, 2022-05-28 23:57:09
/temp/241, 2022-05-28 23:57:11
/temp/240, 2022-05-28 23:57:13
/temp/241, 2022-05-28 23:57:16
/temp/240, 2022-05-28 23:57:17
/temp/241, 2022-05-28 23:57:20
/temp/240, 2022-05-28 23:57:26
/temp/241, 2022-05-28 23:57:27
/temp/240, 2022-05-28 23:57:31
/temp/241, 2022-05-28 23:57:35
/temp/240, 2022-05-28 23:57:37
/temp/241, 2022-05-28 23:57:39
/temp/240, 2022-05-28 23:57:41
/temp/241, 2022-05-28 23:57:45
/temp/240, 2022-05-28 23:57:49
/temp/241, 2022-05-28 23:57:52
/temp/240, 2022-05-28 23:57:54
/temp/241, 2022-05-28 23:57:56
/temp/240, 2022-05-28 23:58:58
/temp/241, 2022-05-28 23:59:00
